0	1	7.327275313434697
0	2	9.552032627294789
0	3	8.086068479809665
0	4	8.726847243618199
0	5	3.5404354763763046
0	6	7.292037488955838
0	7	7.963772782508547
0	8	6.792816481132184
1	0	1.1194843420480185
1	2	6.821017283990965
1	3	8.927208179806858
1	4	7.639824298994551
1	5	5.345571176903793
1	6	5.77611537833269
1	7	9.6946403650054
1	8	1.8319480677399007
2	0	7.999708106834967
2	1	7.490909025556075
2	3	2.2791320398867843
2	4	9.395944270783922
2	5	7.992566633307689
2	6	7.725083097267545
2	7	5.970911124960952
2	8	4.137689783997173
3	0	8.386367785767579
3	1	9.065219010779026
3	2	7.750753644420249
3	4	2.8823218942208846
3	5	5.386617683048944
3	6	2.7342576869198303
3	7	6.298642912549306
3	8	5.306742562960604
4	0	8.022454020926997
4	1	4.8337408190899565
4	2	4.145740959590965
4	3	7.747516532716749
4	5	2.467273304368096
4	6	4.191382732753249
4	7	1.1155954003770443
4	8	6.080932112872884
5	0	2.867073991033489
5	1	9.272664005207792
5	2	5.476693420636421
5	3	8.467992869090715
5	4	9.463492047400436
5	6	2.6894092955992166
5	7	2.0134700150692617
5	8	4.3101097869614975
6	0	5.239097415455852
6	1	8.484444426517559
6	2	1.2478371428342259
6	3	3.8655633654943142
6	4	9.423219862702298
6	5	2.868523623794485
6	7	4.970725512419092
6	8	2.2047142929006265
7	0	8.938572162190287
7	1	5.496971707666893
7	2	5.152179603421285
7	3	5.942535500674097
7	4	5.3491031875110755
7	5	6.100340886720129
7	6	9.170315777495512
7	8	3.632006529130001
8	0	3.63147766441837
8	1	2.277522890649186
8	2	1.0893584043137288
8	3	6.4196713774034695
8	4	6.840864422593457
8	5	9.616571616558627
8	6	1.9384366775874469
8	7	1.8091386427911589
