0	1	8.19341584349951
0	2	6.398793917044115
0	3	9.61679854474786
0	4	8.067249918439714
0	5	2.551993570923893
0	6	7.919517228926489
1	0	4.551438470517762
1	2	9.518828574551364
1	3	5.235673600646469
1	4	8.86283922472504
1	5	8.089731603525717
1	6	6.1079713544181065
2	0	5.179140725526761
2	1	2.5055445168298993
2	3	7.552513911810723
2	4	4.290571078531718
2	5	4.807275764094599
2	6	5.685760637755338
3	0	3.907155298094861
3	1	9.382556335574971
3	2	1.495020544664718
3	4	6.659978525897396
3	5	1.7799472995479646
3	6	8.978329275078568
4	0	1.5795185466844046
4	1	8.181629469671948
4	2	2.862538027057864
4	3	6.47609311027365
4	5	5.123639837367538
4	6	8.889601121832294
5	0	7.20765163031993
5	1	4.473851264504704
5	2	5.332440036304194
5	3	6.12063221003482
5	4	5.213211191241546
5	6	8.417957686481097
6	0	9.37572840241479
6	1	4.291642501060669
6	2	8.73760389014744
6	3	3.760861137445321
6	4	7.13586907001485
6	5	1.3322189002681837
