0	1	5.663420028769275
0	2	5.325374475611577
0	3	9.102360552962727
0	4	3.81755680177091
0	5	9.954792731343261
0	6	6.806088295634861
0	7	3.9539551489665317
1	0	1.8726010075497999
1	2	3.3851537103712412
1	3	9.763064053870657
1	4	4.969840712947404
1	5	3.191482830117218
1	6	8.75511885331902
1	7	1.244466739166104
2	0	8.549830429815307
2	1	2.931162123362936
2	3	6.590477182770612
2	4	8.818983929875177
2	5	7.232628832553931
2	6	7.379617787261367
2	7	4.918055057267472
3	0	3.544900544611121
3	1	4.4183692934819785
3	2	6.612284463077018
3	4	1.119655692852222
3	5	2.47118522506546
3	6	5.0704576196569136
3	7	3.2501652588097927
4	0	5.772872581665338
4	1	9.933201053437687
4	2	6.1880163015820635
4	3	2.5875710173361433
4	5	5.405953663497134
4	6	4.853711389679196
4	7	8.939122342607117
5	0	9.221704315285113
5	1	2.8349142010233117
5	2	8.794495581466581
5	3	6.248788756621218
5	4	3.972025835228938
5	6	2.6272417266228847
5	7	5.518563906731204
6	0	8.827767604758085
6	1	2.043929036847034
6	2	6.954709540535001
6	3	3.827923432145915
6	4	6.413623895123418
6	5	2.145889065826938
6	7	3.197821747182985
7	0	6.7588935206844365
7	1	2.6952830164856385
7	2	7.375447693078996
7	3	8.186109107947342
7	4	7.966207333785819
7	5	6.755550477788843
7	6	3.4627610599088117
