0	1	2.5315715523821374
0	2	2.486451882726283
0	3	9.638463163891885
0	4	9.286533222189414
0	5	4.561688932609932
0	6	5.955584851816938
0	7	3.7112345391138257
1	0	5.258974222956912
1	2	5.808390073050939
1	3	9.019184944337269
1	4	1.0919373460343795
1	5	7.554689384524174
1	6	1.1224254953376536
1	7	9.210339864249443
2	0	3.340897784789431
2	1	7.273309995700958
2	3	8.943330123914219
2	4	3.292022493181102
2	5	5.1907932147082585
2	6	3.3361752065456827
2	7	8.60111489636193
3	0	2.9414523799319277
3	1	7.928220599640026
3	2	6.006293523365015
3	4	6.002796137768363
3	5	9.88871176057197
3	6	7.514117225658064
3	7	7.323823504962141
4	0	8.392514744197626
4	1	2.3097101668542255
4	2	6.834286652242894
4	3	8.027407581293605
4	5	6.250999336561886
4	6	3.2387849591518547
4	7	6.407207885021856
5	0	5.144150206201051
5	1	2.923084886473034
5	2	7.87116602178054
5	3	4.550454578700274
5	4	4.451009059966857
5	6	3.2477966945596153
5	7	1.1847357564738057
6	0	3.042584769918968
6	1	8.080327727918064
6	2	6.386482956456792
6	3	9.366947776470052
6	4	4.212183708024403
6	5	7.3199341224239065
6	7	3.4248963858277675
7	0	4.759986728297697
7	1	5.434272043518163
7	2	8.031899539556417
7	3	1.3539326266383624
7	4	4.170240146036665
7	5	2.5557731483431025
7	6	6.9157077196819685
