0	1	5.462002324807326
0	2	3.439913816618599
0	3	5.1789385918700255
0	4	5.872477885407334
0	5	8.295553182217095
0	6	8.852282768249081
0	7	8.382495250653687
0	8	8.134915291385827
1	0	6.956757302710509
1	2	3.060525574529957
1	3	6.0934808209310045
1	4	6.596164357177287
1	5	8.75931269302214
1	6	7.819989751813774
1	7	6.367542429448349
1	8	8.90661175101162
2	0	3.6978191427544016
2	1	4.921654725085824
2	3	7.441982558045954
2	4	3.3846580024502244
2	5	1.2990760803084755
2	6	5.826346025855173
2	7	6.672264689915247
2	8	8.859368880236605
3	0	7.740957536946817
3	1	4.115547554562438
3	2	9.103847627695481
3	4	1.9347444411062313
3	5	4.473898921839956
3	6	9.731341361324104
3	7	4.303375103930641
3	8	4.44039043145345
4	0	2.356736623716169
4	1	1.8383341704215705
4	2	4.974457635208292
4	3	5.864861108147323
4	5	8.39956700610037
4	6	4.1140216848523155
4	7	8.47464502870558
4	8	2.676665171485141
5	0	7.617853151186876
5	1	3.24551988570765
5	2	3.1647504299456073
5	3	3.785958873074227
5	4	8.817689349545477
5	6	2.6188561331527724
5	7	2.7421112825647436
5	8	2.913007738616952
6	0	3.9872167443219513
6	1	7.459279686948455
6	2	8.40159780873038
6	3	7.213136501292997
6	4	1.604106323059153
6	5	1.129822472263651
6	7	6.360190874599676
6	8	2.0537083561998157
7	0	4.556099534644299
7	1	3.741292036240985
7	2	2.9980333054993253
7	3	7.414705795112321
7	4	5.743178829651654
7	5	1.7860558586695703
7	6	1.361343207064461
7	8	2.1088555587794966
8	0	5.330099028548929
8	1	8.805350155731771
8	2	6.500072886889096
8	3	5.908658594091456
8	4	1.6336834541707432
8	5	2.6314428534372
8	6	1.4425668424524773
8	7	3.7426221715404075
