0	1	9.991701790601017
0	2	2.4932039524835914
0	3	3.1464218668726534
0	4	7.822678831894865
0	5	1.7520552501883169
0	6	5.231344737801003
1	0	1.8816060308377094
1	2	1.1607183732076578
1	3	6.850629202542973
1	4	8.291379366550228
1	5	5.833060482852416
1	6	3.1660392015711194
2	0	3.500033021457238
2	1	5.16711682305046
2	3	1.8314957097966462
2	4	5.705566462960364
2	5	8.494586150553427
2	6	9.157052343071967
3	0	1.1514655401264178
3	1	7.0607953562988595
3	2	2.8952583170012027
3	4	9.254164658537121
3	5	6.217556363225425
3	6	1.1994393753233552
4	0	2.195798750495992
4	1	8.236323627872274
4	2	8.08320235671611
4	3	3.308042727088916
4	5	9.907509224041034
4	6	8.873538107285384
5	0	5.641869907758947
5	1	8.892349930721663
5	2	8.967774709425802
5	3	5.924825682229131
5	4	1.986847456880656
5	6	6.109083301092057
6	0	7.270565096231899
6	1	1.2735371441211512
6	2	4.568543678485556
6	3	6.707275039462962
6	4	1.0762649354677536
6	5	9.25663657380906
